File Name,Size (bytes),Last Modified Datetime,Absolute Path
3_shakespeare-as-12.txt,125011,1676836928.7442548,/Users/samir/Desktop/Desktop/programs/shakespeare_plays/3_shakespeare-as-12.txt
2_shakespeare-antony-23.txt,158248,1676836925.0766745,/Users/samir/Desktop/Desktop/programs/shakespeare_plays/2_shakespeare-antony-23.txt
1_shakespeare-alls-11.txt,135197,1676836921.4476237,/Users/samir/Desktop/Desktop/programs/shakespeare_plays/1_shakespeare-alls-11.txt
4_shakespeare-comedy-7.txt,89439,1676836932.3452284,/Users/samir/Desktop/Desktop/programs/shakespeare_plays/4_shakespeare-comedy-7.txt
5_shakespeare-coriolanus-24.txt,168133,1676836935.9057977,/Users/samir/Desktop/Desktop/programs/shakespeare_plays/5_shakespeare-coriolanus-24.txt
